Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Asia automatic unknown 0.1; 0.6222635483; 0.5938980708999999; 0.5914475083000001; 0.615053727; 0.6773809847269828; 107769; 99624; 123787; 213477
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways unknown 0.1; 0.6947005156249999; 0.6128707265625; 0.6135967565104167; 0.5601060078125; 0.6776410546874999; 0.8037668706521082; 42046; 35702; 48321; 121096
Asia automatic threeways unknown 0.1; 0.6222935667; 0.6069991457; 0.5191348681000001; 0.5832657934000001; 0.620811566; 0.70431419155662; 88814; 87928; 89566; 212632
Autism automatic threeways unknown 0.1; 0.758700340909091; 0.6678364275568182; 0.6710733991477273; 0.6332978267045453; 0.68124296875; 0.8475752037583906; 99085; 83925; 137272; 2696211
Autism manual threeways unknown 0.1; 0.7289270454545455; 0.6860670170454545; 0.6021795454545454; 0.43050967329545453; 0.0; 0.751486301173453; 107032; 0; 0; 2671716
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic unknown 0.3; 0.45173870052083326; 0.41770608984374996; 0.40582527213541664; 0.4404669010416667; 0.6674242309099891; 30003; 23794; 35122; 100753
Iris automatic unknown 0.3; 0.6577026933333334; 0.5995505533333333; 0.60608426; 0.6731702666666667; 0.6067452627822786; 40510; 40079; 41567; 168142
Iris manual unknown 0.3; 0.6524139999999999; 0.45956326666666664; 0.6723667333333333; 0.0; 0.6236760371330133; 43474; 0; 0; 114934
Autism automatic unknown 0.3; 0.5309052897727273; 0.48369473295454546; 0.49676571306818185; 0.49829862215909093; 0.7160261289593385; 82232; 71507; 100339; 1771994
Autism manual unknown 0.3; 0.4979922869318182; 0.5002432244318181; 0.36728457386363633; 0.0; 0.6230364164954965; 87782; 0; 0; 609299
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Asia automatic unknown 0.3; 0.41820389030000005; 0.40101414910000005; 0.41471788119999997; 0.41970500899999996; 0.5806719093840159; 221851; 210596; 237313; 408945
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways unknown 0.3; 0.44520837890625; 0.4067769049479166; 0.38322962890625; 0.38163063541666664; 0.43843067708333333; 0.5524544906962572; 40437; 33684; 45577; 66615
Asia automatic threeways unknown 0.3; 0.4178772993; 0.37952868770000003; 0.3942695699; 0.4069233294; 0.417148613; 0.5691421712252718; 158640; 156294; 166477; 322897
Autism automatic threeways unknown 0.3; 0.5403985724431818; 0.47899615340909085; 0.4808219559659091; 0.46573163352272734; 0.49703982954545456; 0.7468580825154926; 95871; 74424; 139914; 812021
Autism manual threeways unknown 0.3; 0.5022082244318182; 0.48994514204545453; 0.36824296874999995; 0.3735615056818182; 0.0; 0.6259290999598244; 76663; 0; 0; 2343490

Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Mushroom manual unknown 0.05; 0.9177248584441162; 0.8142208690300344; 0.9139275480059085; 0.0; 0.9427238515247369; 1528726; 0; 0; 3750704
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Mushroom manual threeways unknown 0.05; 0.9161154111275234; 0.8122653557360906; 0.9161945704086656; 0.6368427695716397; 0.0; 0.9431661666343878; 1021738; 0; 0; 4629064
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Mushroom manual unknown 0.1; 0.8541923990645003; 0.7547109342688331; 0.852637699409158; 0.0; 0.9107379859217195; 2392499; 0; 0; 5458038
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Mushroom manual threeways unknown 0.1; 0.853059483013294; 0.7509176895617923; 0.8533763921713441; 0.59743048990645; 0.0; 0.9107565525545678; 1496112; 0; 0; 5915770
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Mushroom manual unknown 0.3; 0.5961785856720827; 0.5121422575086164; 0.5982841728212703; 0.0; 0.7757504141872833; 5342426; 0; 0; 11051076
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Mushroom manual threeways unknown 0.3; 0.5939771479566716; 0.5081805280649926; 0.5981702031019202; 0.4351241937469227; 0.0; 0.7757363623249739; 3329263; 0; 0; 11970916

Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic unknown 0.05; 0.7597308723958334; 0.6930894765625; 0.6553079075520833; 0.7272907552083333; 0.7852020605158074; 28707; 22860; 34218; 97252
Iris automatic unknown 0.05; 0.8929408866666666; 0.8326487266666666; 0.83078208; 0.8813827333333332; 0.7798578704389689; 48128; 46049; 52039; 214362
Iris manual unknown 0.05; 0.8849653333333333; 0.6694396666666668; 0.8865527333333334; 0.0; 0.760280481815088; 43536; 0; 0; 147897
Autism automatic unknown 0.05; 0.8029488224431818; 0.7247581747159091; 0.7266511278409091; 0.7294522443181819; 0.8265386049856158; 70445; 55558; 96499; 1964785
Autism manual unknown 0.05; 0.7933223153409091; 0.7233121732954545; 0.6561016477272728; 0.0; 0.7751330234926938; 71955; 0; 0; 640575
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.829188506; 0.635001667; 0.743272766; 0.740392977; 0.84275561553532; 2739769; 2739769; 2739769; 6048691
Mushroom automatic unknown 0.05; 0.92407123338257; 0.9133800972427375; 0.8326034822747416; 0.9152856954702117; 0.9406220998164709; 1487698; 1487698; 1487698; 4322481
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.794106452; 0.5770982; 0.7428383660000001; 0.73979844; 0.8091811830148968; 2564317; 2564317; 2564317; 6033088
Mushroom automatic unknown 0.05; 0.9245544005416051; 0.8306523572131955; 0.9149880145248646; 0.9139907385524372; 0.8689479541930787; 1303704; 1303704; 1303704; 3510081
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.829388643; 0.741765114; 0.636757966; 0.7388021210000001; 0.7741310675437768; 2473698; 2473698; 2473698; 6117462
Mushroom automatic unknown 0.05; 0.9141081056129985; 0.9151846922698178; 0.7636701637124569; 0.9143507102412605; 0.9433559275420438; 1548695; 1548695; 1548695; 3447326
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.830571363; 0.6359023189999999; 0.741641809; 0.740999606; 0.8457738320310773; 2556027; 2556027; 2556027; 5841208
Mushroom automatic unknown 0.05; 0.9160324569177746; 0.6111954345150173; 0.9153812986213689; 0.9149571356474643; 0.9434477355044153; 1320290; 1320290; 1320290; 3859348
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.8303540289999999; 0.631691931; 0.739328534; 0.7402612780000001; 0.8432627802015341; 2515231; 2515231; 2515231; 5863197
Mushroom automatic unknown 0.05; 0.9244394867060561; 0.8331868156080748; 0.9142501169374692; 0.9146906523879862; 0.9438008323669511; 1336291; 1336291; 1336291; 3771293
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.7658572819999999; 0.742865055; 0.5383893459999999; 0.742852342; 0.7738643892555268; 2472293; 2472293; 2472293; 5881379
Mushroom automatic unknown 0.05; 0.9246617786804529; 0.9155720962580011; 0.8314279345150172; 0.9144379812900049; 0.9409629066166157; 1389460; 1389460; 1389460; 3796604
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.7937277930000001; 0.57311371; 0.740285009; 0.741010211; 0.7737110794984099; 2607986; 2607986; 2607986; 5703116
Mushroom automatic unknown 0.05; 0.9178045162481536; 0.9136256610044313; 0.8150994448547513; 0.9153758173313638; 0.942121513299187; 1212200; 1212200; 1212200; 3520496
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.793781284; 0.5751576850000001; 0.741169447; 0.741646324; 0.811016810103955; 2512005; 2512005; 2512005; 5869837
Mushroom automatic unknown 0.05; 0.9164954258985722; 0.9155458481043821; 0.6102387826193992; 0.9146257360905958; 0.9439924163312373; 1337142; 1337142; 1337142; 3419811
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Alarm automatic unknown 0.05; 0.7952455669999999; 0.575231197; 0.742019754; 0.7422717850000001; 0.8070951554891433; 2188656; 2188656; 2188656; 5235844
Mushroom automatic unknown 0.05; 0.914907817577548; 0.9143292688330872; 0.7589393968488429; 0.9154705120630231; 0.9423439909408019; 1689789; 1689789; 1689789; 3406110
