Autism automatic threeways unknown hybrid model:true0.3; 0.526584215909091; 0.4948647627840909; 0.470412375; 0.47187630113636364; 0.50290265625; 0.7466623692659494; 1645908; 400428; 3331414; 12273097
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways hybrid model:false; 0.8138211197916666; 0.6870961510416668; 0.7393984947916666; 0.7471514973958334; 0.7756902864583334; 0.7814793900402159; 94648; 40882; 214778; 213951
Asia automatic threeways hybrid model:false; 0.9963804198; 0.8630951449000002; 0.9104806207000001; 0.9083931644; 0.995107206; 0.9871839467537281; 78677; 47224; 154776; 217298
Autism automatic threeways hybrid model:false; 0.9110386548295455; 0.8062903622159092; 0.8070611619318184; 0.8126889374999999; 0.8326757954545454; 0.8262272007728007; 260515; 79377; 819268; 4476769
Autism automatic threeways hybrid model:false; 0.911668440340909; 0.8260748806818181; 0.8056346534090908; 0.8138411960227272; 0.8442749147727273; 0.9746089127943337; 333493; 89117; 940720; 9407915
Iris automatic threeways hybrid model:false; 0.9452032266666667; 0.9012465733333335; 0.8770198933333333; 0.8798665800000001; 0.9102665333333334; 0.7045837918293951; 345571; 135400; 568107; 1048639
Iris automatic threeways unknown hybrid model:false0.05; 0.8937252333333333; 0.87385854; 0.8267875733333334; 0.8340838533333335; 0.8754247333333335; 0.7422308811928234; 250135; 159551; 439140; 799792
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways unknown hybrid model:false0.05; 0.759575171875; 0.6732564882812502; 0.6611763697916666; 0.6620559635416666; 0.7320263541666666; 0.7545909601532932; 139854; 64987; 320602; 380099
Autism automatic threeways unknown hybrid model:false0.05; 0.8006548707386365; 0.7195634076704545; 0.7271349460227272; 0.7238841363636362; 0.7572766335227272; 0.7769019509438851; 605113; 134707; 2678059; 8637764
Asia automatic threeways unknown hybrid model:false0.05; 0.7442724451; 0.6940396485; 0.6831022698; 0.6816425637000001; 0.740561989; 0.7688181103074843; 157838; 135949; 226432; 565561
Iris automatic threeways unknown hybrid model:false0.1; 0.77849564; 0.6962497733333334; 0.7316073666666666; 0.7380384933333334; 0.7033284; 0.6600473690873855; 341395; 158093; 493727; 973803
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways unknown hybrid model:false0.1; 0.68859898828125; 0.6133353841145833; 0.6230669270833333; 0.6218366640624999; 0.66846921875; 0.7365072088072243; 158407; 65193; 340620; 271815
Autism automatic threeways unknown hybrid model:false0.1; 0.7432265582386364; 0.68357675; 0.6643318721590908; 0.6612604701704545; 0.6939011647727273; 0.7501863026642691; 345596; 139353; 750669; 4530876
Asia automatic threeways unknown hybrid model:false0.1; 0.6204599193; 0.5814493280999999; 0.6225961676; 0.6194356035999999; 0.620228655; 0.6741740163341898; 353050; 183312; 590782; 554455
Iris automatic threeways unknown hybrid model:false0.3; 0.6490668599999999; 0.6089782666666667; 0.5885909933333333; 0.5876322333333335; 0.6762940666666666; 0.5519322268665087; 232715; 135228; 385831; 719658
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways unknown hybrid model:false0.3; 0.44831750130208337; 0.4054296940104166; 0.4198543997395833; 0.4186930169270834; 0.4356243880208333; 0.6442895120721075; 135526; 67499; 276182; 318590
Autism automatic threeways unknown hybrid model:false0.3; 0.5384658181818183; 0.4914123821022727; 0.49302433806818186; 0.4907459857954546; 0.49682767045454546; 0.631898480851254; 1015517; 153158; 3082288; 8079521
Asia automatic threeways unknown hybrid model:false0.3; 0.4175247058; 0.4036802636; 0.4065523559999999; 0.40603285170000003; 0.423804331; 0.5674635766139783; 522585; 342086; 799569; 630376


